"","country_code","country","region","year","life_expect","life_exp60","adult_mortality","infant_mort","age1_4mort","alcohol","bmi","age5_19thinness","age5_19obesity","hepatitis","measles","polio","diphtheria","basic_water","doctors","hospitals","gni_capita","gghe_d","che_gdp","une_pop","une_infant","une_life","une_hiv","une_gni","une_poverty","une_edu_spend","une_literacy","une_school","PM_value","income_group","health_exp","Developed / Developing Countries"
"6599","LTU","Lithuania","Europe",2001,71.54624,19.49142,213.9294,0.00870999999999999,0.00054999999999999,10.20031,26,3.4,3.7,95,97,97,95,90.11673,32.914,NA,9450,4.21649,6.00598,3473.625,8.2,71.65854,NA,9320,NA,5.84038,99.64575,NA,NA,"High income",28.435,"Developed"
"6600","LTU","Lithuania","Europe",2001,71.54624,19.49142,213.9294,0.00870999999999999,0.00054999999999999,10.20031,26,3.4,3.7,95,97,97,95,90.11673,32.914,NA,9450,4.21649,6.00598,3473.625,8.2,71.65854,NA,9320,NA,5.84038,99.64575,NA,NA,"High income",433.86,"Developed"
"6601","LTU","Lithuania","Europe",2001,71.54624,19.49142,213.9294,0.00870999999999999,0.00054999999999999,10.20031,26,3.4,3.7,95,97,97,95,90.11673,32.914,NA,9450,4.21649,6.00598,3473.625,8.2,71.65854,NA,9320,NA,5.84038,99.64575,NA,NA,"High income",172.384,"Developed"
"6602","LTU","Lithuania","Europe",2002,71.71253,19.32653,206.6657,0.00824499999999999,0.000525,11.00245,26.1,3.3,3.8,94,98,97,95,90.56031,33.067,NA,10520,4.46822,6.13647,3444.763,7.9,71.76098,NA,10380,NA,5.79253,NA,NA,NA,"High income",1.573,"Developed"
"6603","LTU","Lithuania","Europe",2002,71.71253,19.32653,206.6657,0.00824499999999999,0.000525,11.00245,26.1,3.3,3.8,94,98,97,95,90.56031,33.067,NA,10520,4.46822,6.13647,3444.763,7.9,71.76098,NA,10380,NA,5.79253,NA,NA,NA,"High income",6.144,"Developed"
"6604","LTU","Lithuania","Europe",2002,71.71253,19.32653,206.6657,0.00824499999999999,0.000525,11.00245,26.1,3.3,3.8,94,98,97,95,90.56031,33.067,NA,10520,4.46822,6.13647,3444.763,7.9,71.76098,NA,10380,NA,5.79253,NA,NA,NA,"High income",25.603,"Developed"
"6605","LTU","Lithuania","Europe",2002,71.71253,19.32653,206.6657,0.00824499999999999,0.000525,11.00245,26.1,3.3,3.8,94,98,97,95,90.56031,33.067,NA,10520,4.46822,6.13647,3444.763,7.9,71.76098,NA,10380,NA,5.79253,NA,NA,NA,"High income",182.257,"Developed"
"6606","LTU","Lithuania","Europe",2002,71.71253,19.32653,206.6657,0.00824499999999999,0.000525,11.00245,26.1,3.3,3.8,94,98,97,95,90.56031,33.067,NA,10520,4.46822,6.13647,3444.763,7.9,71.76098,NA,10380,NA,5.79253,NA,NA,NA,"High income",711.864,"Developed"
"6607","LTU","Lithuania","Europe",2002,71.71253,19.32653,206.6657,0.00824499999999999,0.000525,11.00245,26.1,3.3,3.8,94,98,97,95,90.56031,33.067,NA,10520,4.46822,6.13647,3444.763,7.9,71.76098,NA,10380,NA,5.79253,NA,NA,NA,"High income",4.543,"Developed"
"6608","LTU","Lithuania","Europe",2002,71.71253,19.32653,206.6657,0.00824499999999999,0.000525,11.00245,26.1,3.3,3.8,94,98,97,95,90.56031,33.067,NA,10520,4.46822,6.13647,3444.763,7.9,71.76098,NA,10380,NA,5.79253,NA,NA,NA,"High income",1.602,"Developed"
"6609","LTU","Lithuania","Europe",2002,71.71253,19.32653,206.6657,0.00824499999999999,0.000525,11.00245,26.1,3.3,3.8,94,98,97,95,90.56031,33.067,NA,10520,4.46822,6.13647,3444.763,7.9,71.76098,NA,10380,NA,5.79253,NA,NA,NA,"High income",73.931,"Developed"
"6610","LTU","Lithuania","Europe",2002,71.71253,19.32653,206.6657,0.00824499999999999,0.000525,11.00245,26.1,3.3,3.8,94,98,97,95,90.56031,33.067,NA,10520,4.46822,6.13647,3444.763,7.9,71.76098,NA,10380,NA,5.79253,NA,NA,NA,"High income",26.069,"Developed"
"6611","LTU","Lithuania","Europe",2002,71.71253,19.32653,206.6657,0.00824499999999999,0.000525,11.00245,26.1,3.3,3.8,94,98,97,95,90.56031,33.067,NA,10520,4.46822,6.13647,3444.763,7.9,71.76098,NA,10380,NA,5.79253,NA,NA,NA,"High income",526.292,"Developed"
"6612","LTU","Lithuania","Europe",2002,71.71253,19.32653,206.6657,0.00824499999999999,0.000525,11.00245,26.1,3.3,3.8,94,98,97,95,90.56031,33.067,NA,10520,4.46822,6.13647,3444.763,7.9,71.76098,NA,10380,NA,5.79253,NA,NA,NA,"High income",185.572,"Developed"
"6613","LTU","Lithuania","Europe",2003,71.92168,19.52068,207.1983,0.007875,0.000505,11.28813,26.1,3.3,3.9,95,98,91,94,91.00541,33.104,NA,11850,4.59227,6.17942,3414.365,7.7,72.06098,NA,11770,NA,5.10851,NA,NA,NA,"High income",1.496,"Developed"
"6614","LTU","Lithuania","Europe",2003,71.92168,19.52068,207.1983,0.007875,0.000505,11.28813,26.1,3.3,3.9,95,98,91,94,91.00541,33.104,NA,11850,4.59227,6.17942,3414.365,7.7,72.06098,NA,11770,NA,5.10851,NA,NA,NA,"High income",6.186,"Developed"
"6615","LTU","Lithuania","Europe",2003,71.92168,19.52068,207.1983,0.007875,0.000505,11.28813,26.1,3.3,3.9,95,98,91,94,91.00541,33.104,NA,11850,4.59227,6.17942,3414.365,7.7,72.06098,NA,11770,NA,5.10851,NA,NA,NA,"High income",24.181,"Developed"
"6616","LTU","Lithuania","Europe",2003,71.92168,19.52068,207.1983,0.007875,0.000505,11.28813,26.1,3.3,3.9,95,98,91,94,91.00541,33.104,NA,11850,4.59227,6.17942,3414.365,7.7,72.06098,NA,11770,NA,5.10851,NA,NA,NA,"High income",197.449,"Developed"
"6617","LTU","Lithuania","Europe",2003,71.92168,19.52068,207.1983,0.007875,0.000505,11.28813,26.1,3.3,3.9,95,98,91,94,91.00541,33.104,NA,11850,4.59227,6.17942,3414.365,7.7,72.06098,NA,11770,NA,5.10851,NA,NA,NA,"High income",816.53,"Developed"
"6618","LTU","Lithuania","Europe",2003,71.92168,19.52068,207.1983,0.007875,0.000505,11.28813,26.1,3.3,3.9,95,98,91,94,91.00541,33.104,NA,11850,4.59227,6.17942,3414.365,7.7,72.06098,NA,11770,NA,5.10851,NA,NA,NA,"High income",4.663,"Developed"
"6619","LTU","Lithuania","Europe",2003,71.92168,19.52068,207.1983,0.007875,0.000505,11.28813,26.1,3.3,3.9,95,98,91,94,91.00541,33.104,NA,11850,4.59227,6.17942,3414.365,7.7,72.06098,NA,11770,NA,5.10851,NA,NA,NA,"High income",1.523,"Developed"
"6620","LTU","Lithuania","Europe",2003,71.92168,19.52068,207.1983,0.007875,0.000505,11.28813,26.1,3.3,3.9,95,98,91,94,91.00541,33.104,NA,11850,4.59227,6.17942,3414.365,7.7,72.06098,NA,11770,NA,5.10851,NA,NA,NA,"High income",75.38,"Developed"
"6621","LTU","Lithuania","Europe",2003,71.92168,19.52068,207.1983,0.007875,0.000505,11.28813,26.1,3.3,3.9,95,98,91,94,91.00541,33.104,NA,11850,4.59227,6.17942,3414.365,7.7,72.06098,NA,11770,NA,5.10851,NA,NA,NA,"High income",24.62,"Developed"
"6622","LTU","Lithuania","Europe",2003,71.92168,19.52068,207.1983,0.007875,0.000505,11.28813,26.1,3.3,3.9,95,98,91,94,91.00541,33.104,NA,11850,4.59227,6.17942,3414.365,7.7,72.06098,NA,11770,NA,5.10851,NA,NA,NA,"High income",615.498,"Developed"
"6623","LTU","Lithuania","Europe",2003,71.92168,19.52068,207.1983,0.007875,0.000505,11.28813,26.1,3.3,3.9,95,98,91,94,91.00541,33.104,NA,11850,4.59227,6.17942,3414.365,7.7,72.06098,NA,11770,NA,5.10851,NA,NA,NA,"High income",201.033,"Developed"
"6624","LTU","Lithuania","Europe",2004,71.90796,19.51194,208.7602,0.007445,0.00050999999999999,12.09743,26.1,3.2,4,94,98,90,94,91.45203,32.93,NA,12830,3.4484,5.50604,3381.131,7.4,71.96098,NA,12780,2.7,5.16916,NA,NA,NA,"High income",1.814,"Developed"
"6625","LTU","Lithuania","Europe",2004,71.90796,19.51194,208.7602,0.007445,0.00050999999999999,12.09743,26.1,3.2,4,94,98,90,94,91.45203,32.93,NA,12830,3.4484,5.50604,3381.131,7.4,71.96098,NA,12780,2.7,5.16916,NA,NA,NA,"High income",5.511,"Developed"
"6626","LTU","Lithuania","Europe",2004,71.90796,19.51194,208.7602,0.007445,0.00050999999999999,12.09743,26.1,3.2,4,94,98,90,94,91.45203,32.93,NA,12830,3.4484,5.50604,3381.131,7.4,71.96098,NA,12780,2.7,5.16916,NA,NA,NA,"High income",32.92,"Developed"
"6627","LTU","Lithuania","Europe",2004,71.90796,19.51194,208.7602,0.007445,0.00050999999999999,12.09743,26.1,3.2,4,94,98,90,94,91.45203,32.93,NA,12830,3.4484,5.50604,3381.131,7.4,71.96098,NA,12780,2.7,5.16916,NA,NA,NA,"High income",259.867,"Developed"
"6628","LTU","Lithuania","Europe",2004,71.90796,19.51194,208.7602,0.007445,0.00050999999999999,12.09743,26.1,3.2,4,94,98,90,94,91.45203,32.93,NA,12830,3.4484,5.50604,3381.131,7.4,71.96098,NA,12780,2.7,5.16916,NA,NA,NA,"High income",789.396,"Developed"
"6629","LTU","Lithuania","Europe",2004,71.90796,19.51194,208.7602,0.007445,0.00050999999999999,12.09743,26.1,3.2,4,94,98,90,94,91.45203,32.93,NA,12830,3.4484,5.50604,3381.131,7.4,71.96098,NA,12780,2.7,5.16916,NA,NA,NA,"High income",3.668,"Developed"
"6630","LTU","Lithuania","Europe",2004,71.90796,19.51194,208.7602,0.007445,0.00050999999999999,12.09743,26.1,3.2,4,94,98,90,94,91.45203,32.93,NA,12830,3.4484,5.50604,3381.131,7.4,71.96098,NA,12780,2.7,5.16916,NA,NA,NA,"High income",1.843,"Developed"
"6631","LTU","Lithuania","Europe",2004,71.90796,19.51194,208.7602,0.007445,0.00050999999999999,12.09743,26.1,3.2,4,94,98,90,94,91.45203,32.93,NA,12830,3.4484,5.50604,3381.131,7.4,71.96098,NA,12780,2.7,5.16916,NA,NA,NA,"High income",66.55,"Developed"
"6632","LTU","Lithuania","Europe",2004,71.90796,19.51194,208.7602,0.007445,0.00050999999999999,12.09743,26.1,3.2,4,94,98,90,94,91.45203,32.93,NA,12830,3.4484,5.50604,3381.131,7.4,71.96098,NA,12780,2.7,5.16916,NA,NA,NA,"High income",33.441,"Developed"
"6633","LTU","Lithuania","Europe",2004,71.90796,19.51194,208.7602,0.007445,0.00050999999999999,12.09743,26.1,3.2,4,94,98,90,94,91.45203,32.93,NA,12830,3.4484,5.50604,3381.131,7.4,71.96098,NA,12780,2.7,5.16916,NA,NA,NA,"High income",525.344,"Developed"
"6634","LTU","Lithuania","Europe",2004,71.90796,19.51194,208.7602,0.007445,0.00050999999999999,12.09743,26.1,3.2,4,94,98,90,94,91.45203,32.93,NA,12830,3.4484,5.50604,3381.131,7.4,71.96098,NA,12780,2.7,5.16916,NA,NA,NA,"High income",263.978,"Developed"
"6635","LTU","Lithuania","Europe",2005,71.04053,19.16556,227.6649,0.00719,0.00048,12.42021,26.2,3.1,4.2,95,97,93,94,91.91387,32.993,NA,14440,3.42506,5.64197,3344.268,7.2,71.25366,NA,14330,1.7,4.87319,NA,11.86066,99.9408004364417,"High income",1.851,"Developed"
"6636","LTU","Lithuania","Europe",2005,71.04053,19.16556,227.6649,0.00719,0.00048,12.42021,26.2,3.1,4.2,95,97,93,94,91.91387,32.993,NA,14440,3.42506,5.64197,3344.268,7.2,71.25366,NA,14330,1.7,4.87319,NA,11.86066,99.9408004364417,"High income",5.648,"Developed"
"6637","LTU","Lithuania","Europe",2005,71.04053,19.16556,227.6649,0.00719,0.00048,12.42021,26.2,3.1,4.2,95,97,93,94,91.91387,32.993,NA,14440,3.42506,5.64197,3344.268,7.2,71.25366,NA,14330,1.7,4.87319,NA,11.86066,99.9408004364417,"High income",32.779,"Developed"
"6638","LTU","Lithuania","Europe",2005,71.04053,19.16556,227.6649,0.00719,0.00048,12.42021,26.2,3.1,4.2,95,97,93,94,91.91387,32.993,NA,14440,3.42506,5.64197,3344.268,7.2,71.25366,NA,14330,1.7,4.87319,NA,11.86066,99.9408004364417,"High income",290.329,"Developed"
"6639","LTU","Lithuania","Europe",2005,71.04053,19.16556,227.6649,0.00719,0.00048,12.42021,26.2,3.1,4.2,95,97,93,94,91.91387,32.993,NA,14440,3.42506,5.64197,3344.268,7.2,71.25366,NA,14330,1.7,4.87319,NA,11.86066,99.9408004364417,"High income",885.721,"Developed"
"6640","LTU","Lithuania","Europe",2005,71.04053,19.16556,227.6649,0.00719,0.00048,12.42021,26.2,3.1,4.2,95,97,93,94,91.91387,32.993,NA,14440,3.42506,5.64197,3344.268,7.2,71.25366,NA,14330,1.7,4.87319,NA,11.86066,99.9408004364417,"High income",3.768,"Developed"
"6641","LTU","Lithuania","Europe",2005,71.04053,19.16556,227.6649,0.00719,0.00048,12.42021,26.2,3.1,4.2,95,97,93,94,91.91387,32.993,NA,14440,3.42506,5.64197,3344.268,7.2,71.25366,NA,14330,1.7,4.87319,NA,11.86066,99.9408004364417,"High income",1.879,"Developed"
"6642","LTU","Lithuania","Europe",2005,71.04053,19.16556,227.6649,0.00719,0.00048,12.42021,26.2,3.1,4.2,95,97,93,94,91.91387,32.993,NA,14440,3.42506,5.64197,3344.268,7.2,71.25366,NA,14330,1.7,4.87319,NA,11.86066,99.9408004364417,"High income",66.719,"Developed"
"6643","LTU","Lithuania","Europe",2005,71.04053,19.16556,227.6649,0.00719,0.00048,12.42021,26.2,3.1,4.2,95,97,93,94,91.91387,32.993,NA,14440,3.42506,5.64197,3344.268,7.2,71.25366,NA,14330,1.7,4.87319,NA,11.86066,99.9408004364417,"High income",33.262,"Developed"
"6644","LTU","Lithuania","Europe",2005,71.04053,19.16556,227.6649,0.00719,0.00048,12.42021,26.2,3.1,4.2,95,97,93,94,91.91387,32.993,NA,14440,3.42506,5.64197,3344.268,7.2,71.25366,NA,14330,1.7,4.87319,NA,11.86066,99.9408004364417,"High income",590.948,"Developed"
"6645","LTU","Lithuania","Europe",2005,71.04053,19.16556,227.6649,0.00719,0.00048,12.42021,26.2,3.1,4.2,95,97,93,94,91.91387,32.993,NA,14440,3.42506,5.64197,3344.268,7.2,71.25366,NA,14330,1.7,4.87319,NA,11.86066,99.9408004364417,"High income",294.612,"Developed"
"6646","LTU","Lithuania","Europe",2006,70.85885,19.10058,234.9979,0.0068,0.000455,13.33567,26.2,3,4.3,95,97,94,94,92.38925,34.223,NA,16430,3.64468,5.8379,3303.335,6.9,71.0561,NA,16170,1.5,4.82055,NA,12.00101,NA,"High income",1.862,"Developed"
"6647","LTU","Lithuania","Europe",2006,70.85885,19.10058,234.9979,0.0068,0.000455,13.33567,26.2,3,4.3,95,97,94,94,92.38925,34.223,NA,16430,3.64468,5.8379,3303.335,6.9,71.0561,NA,16170,1.5,4.82055,NA,12.00101,NA,"High income",5.844,"Developed"
"6648","LTU","Lithuania","Europe",2006,70.85885,19.10058,234.9979,0.0068,0.000455,13.33567,26.2,3,4.3,95,97,94,94,92.38925,34.223,NA,16430,3.64468,5.8379,3303.335,6.9,71.0561,NA,16170,1.5,4.82055,NA,12.00101,NA,"High income",31.854,"Developed"
"6649","LTU","Lithuania","Europe",2006,70.85885,19.10058,234.9979,0.0068,0.000455,13.33567,26.2,3,4.3,95,97,94,94,92.38925,34.223,NA,16430,3.64468,5.8379,3303.335,6.9,71.0561,NA,16170,1.5,4.82055,NA,12.00101,NA,"High income",322.046,"Developed"
"6650","LTU","Lithuania","Europe",2006,70.85885,19.10058,234.9979,0.0068,0.000455,13.33567,26.2,3,4.3,95,97,94,94,92.38925,34.223,NA,16430,3.64468,5.8379,3303.335,6.9,71.0561,NA,16170,1.5,4.82055,NA,12.00101,NA,"High income",1011.018,"Developed"
"6651","LTU","Lithuania","Europe",2006,70.85885,19.10058,234.9979,0.0068,0.000455,13.33567,26.2,3,4.3,95,97,94,94,92.38925,34.223,NA,16430,3.64468,5.8379,3303.335,6.9,71.0561,NA,16170,1.5,4.82055,NA,12.00101,NA,"High income",3.951,"Developed"
"6652","LTU","Lithuania","Europe",2006,70.85885,19.10058,234.9979,0.0068,0.000455,13.33567,26.2,3,4.3,95,97,94,94,92.38925,34.223,NA,16430,3.64468,5.8379,3303.335,6.9,71.0561,NA,16170,1.5,4.82055,NA,12.00101,NA,"High income",1.893,"Developed"
"6653","LTU","Lithuania","Europe",2006,70.85885,19.10058,234.9979,0.0068,0.000455,13.33567,26.2,3,4.3,95,97,94,94,92.38925,34.223,NA,16430,3.64468,5.8379,3303.335,6.9,71.0561,NA,16170,1.5,4.82055,NA,12.00101,NA,"High income",67.606,"Developed"
"6654","LTU","Lithuania","Europe",2006,70.85885,19.10058,234.9979,0.0068,0.000455,13.33567,26.2,3,4.3,95,97,94,94,92.38925,34.223,NA,16430,3.64468,5.8379,3303.335,6.9,71.0561,NA,16170,1.5,4.82055,NA,12.00101,NA,"High income",32.383,"Developed"
"6655","LTU","Lithuania","Europe",2006,70.85885,19.10058,234.9979,0.0068,0.000455,13.33567,26.2,3,4.3,95,97,94,94,92.38925,34.223,NA,16430,3.64468,5.8379,3303.335,6.9,71.0561,NA,16170,1.5,4.82055,NA,12.00101,NA,"High income",683.508,"Developed"
"6656","LTU","Lithuania","Europe",2006,70.85885,19.10058,234.9979,0.0068,0.000455,13.33567,26.2,3,4.3,95,97,94,94,92.38925,34.223,NA,16430,3.64468,5.8379,3303.335,6.9,71.0561,NA,16170,1.5,4.82055,NA,12.00101,NA,"High income",327.403,"Developed"
"6657","LTU","Lithuania","Europe",2007,70.55101,19.16676,245.5889,0.00624,0.00042,13.79441,26.2,3,4.4,96,97,95,95,92.86344,34.535,NA,18350,3.79089,5.75848,3258.98,6.4,70.9,NA,18380,1.2,4.59055,NA,12.14399,NA,"High income",1.637,"Developed"
"6658","LTU","Lithuania","Europe",2007,70.55101,19.16676,245.5889,0.00624,0.00042,13.79441,26.2,3,4.4,96,97,95,95,92.86344,34.535,NA,18350,3.79089,5.75848,3258.98,6.4,70.9,NA,18380,1.2,4.59055,NA,12.14399,NA,"High income",5.764,"Developed"
"6659","LTU","Lithuania","Europe",2007,70.55101,19.16676,245.5889,0.00624,0.00042,13.79441,26.2,3,4.4,96,97,95,95,92.86344,34.535,NA,18350,3.79089,5.75848,3258.98,6.4,70.9,NA,18380,1.2,4.59055,NA,12.14399,NA,"High income",28.407,"Developed"
"6660","LTU","Lithuania","Europe",2007,70.55101,19.16676,245.5889,0.00624,0.00042,13.79441,26.2,3,4.4,96,97,95,95,92.86344,34.535,NA,18350,3.79089,5.75848,3258.98,6.4,70.9,NA,18380,1.2,4.59055,NA,12.14399,NA,"High income",329.255,"Developed"
"6661","LTU","Lithuania","Europe",2007,70.55101,19.16676,245.5889,0.00624,0.00042,13.79441,26.2,3,4.4,96,97,95,95,92.86344,34.535,NA,18350,3.79089,5.75848,3258.98,6.4,70.9,NA,18380,1.2,4.59055,NA,12.14399,NA,"High income",1159.055,"Developed"
"6662","LTU","Lithuania","Europe",2007,70.55101,19.16676,245.5889,0.00624,0.00042,13.79441,26.2,3,4.4,96,97,95,95,92.86344,34.535,NA,18350,3.79089,5.75848,3258.98,6.4,70.9,NA,18380,1.2,4.59055,NA,12.14399,NA,"High income",4.098,"Developed"
"6663","LTU","Lithuania","Europe",2007,70.55101,19.16676,245.5889,0.00624,0.00042,13.79441,26.2,3,4.4,96,97,95,95,92.86344,34.535,NA,18350,3.79089,5.75848,3258.98,6.4,70.9,NA,18380,1.2,4.59055,NA,12.14399,NA,"High income",1.665,"Developed"
"6664","LTU","Lithuania","Europe",2007,70.55101,19.16676,245.5889,0.00624,0.00042,13.79441,26.2,3,4.4,96,97,95,95,92.86344,34.535,NA,18350,3.79089,5.75848,3258.98,6.4,70.9,NA,18380,1.2,4.59055,NA,12.14399,NA,"High income",71.1,"Developed"
"6665","LTU","Lithuania","Europe",2007,70.55101,19.16676,245.5889,0.00624,0.00042,13.79441,26.2,3,4.4,96,97,95,95,92.86344,34.535,NA,18350,3.79089,5.75848,3258.98,6.4,70.9,NA,18380,1.2,4.59055,NA,12.14399,NA,"High income",28.89,"Developed"
"6666","LTU","Lithuania","Europe",2007,70.55101,19.16676,245.5889,0.00624,0.00042,13.79441,26.2,3,4.4,96,97,95,95,92.86344,34.535,NA,18350,3.79089,5.75848,3258.98,6.4,70.9,NA,18380,1.2,4.59055,NA,12.14399,NA,"High income",824.086,"Developed"
"6667","LTU","Lithuania","Europe",2007,70.55101,19.16676,245.5889,0.00624,0.00042,13.79441,26.2,3,4.4,96,97,95,95,92.86344,34.535,NA,18350,3.79089,5.75848,3258.98,6.4,70.9,NA,18380,1.2,4.59055,NA,12.14399,NA,"High income",334.849,"Developed"
"6668","LTU","Lithuania","Europe",2008,71.55561,19.58274,228.5535,0.00573,4e-04,13.79024,26.3,2.9,4.6,96,97,96,96,93.33645,34.53,NA,19980,4.44668,6.28757,3212.865,5.9,71.8122,NA,20040,1.5,4.83454,NA,12.2833,NA,"High income",1.773,"Developed"
"6669","LTU","Lithuania","Europe",2008,71.55561,19.58274,228.5535,0.00573,4e-04,13.79024,26.3,2.9,4.6,96,97,96,96,93.33645,34.53,NA,19980,4.44668,6.28757,3212.865,5.9,71.8122,NA,20040,1.5,4.83454,NA,12.2833,NA,"High income",6.294,"Developed"
"6670","LTU","Lithuania","Europe",2008,71.55561,19.58274,228.5535,0.00573,4e-04,13.79024,26.3,2.9,4.6,96,97,96,96,93.33645,34.53,NA,19980,4.44668,6.28757,3212.865,5.9,71.8122,NA,20040,1.5,4.83454,NA,12.2833,NA,"High income",28.173,"Developed"
"6671","LTU","Lithuania","Europe",2008,71.55561,19.58274,228.5535,0.00573,4e-04,13.79024,26.3,2.9,4.6,96,97,96,96,93.33645,34.53,NA,19980,4.44668,6.28757,3212.865,5.9,71.8122,NA,20040,1.5,4.83454,NA,12.2833,NA,"High income",379.551,"Developed"
"6672","LTU","Lithuania","Europe",2008,71.55561,19.58274,228.5535,0.00573,4e-04,13.79024,26.3,2.9,4.6,96,97,96,96,93.33645,34.53,NA,19980,4.44668,6.28757,3212.865,5.9,71.8122,NA,20040,1.5,4.83454,NA,12.2833,NA,"High income",1347.21,"Developed"
"6673","LTU","Lithuania","Europe",2008,71.55561,19.58274,228.5535,0.00573,4e-04,13.79024,26.3,2.9,4.6,96,97,96,96,93.33645,34.53,NA,19980,4.44668,6.28757,3212.865,5.9,71.8122,NA,20040,1.5,4.83454,NA,12.2833,NA,"High income",4.484,"Developed"
"6674","LTU","Lithuania","Europe",2008,71.55561,19.58274,228.5535,0.00573,4e-04,13.79024,26.3,2.9,4.6,96,97,96,96,93.33645,34.53,NA,19980,4.44668,6.28757,3212.865,5.9,71.8122,NA,20040,1.5,4.83454,NA,12.2833,NA,"High income",1.81,"Developed"
"6675","LTU","Lithuania","Europe",2008,71.55561,19.58274,228.5535,0.00573,4e-04,13.79024,26.3,2.9,4.6,96,97,96,96,93.33645,34.53,NA,19980,4.44668,6.28757,3212.865,5.9,71.8122,NA,20040,1.5,4.83454,NA,12.2833,NA,"High income",71.237,"Developed"
"6676","LTU","Lithuania","Europe",2008,71.55561,19.58274,228.5535,0.00573,4e-04,13.79024,26.3,2.9,4.6,96,97,96,96,93.33645,34.53,NA,19980,4.44668,6.28757,3212.865,5.9,71.8122,NA,20040,1.5,4.83454,NA,12.2833,NA,"High income",28.758,"Developed"
"6677","LTU","Lithuania","Europe",2008,71.55561,19.58274,228.5535,0.00573,4e-04,13.79024,26.3,2.9,4.6,96,97,96,96,93.33645,34.53,NA,19980,4.44668,6.28757,3212.865,5.9,71.8122,NA,20040,1.5,4.83454,NA,12.2833,NA,"High income",959.712,"Developed"
"6678","LTU","Lithuania","Europe",2008,71.55561,19.58274,228.5535,0.00573,4e-04,13.79024,26.3,2.9,4.6,96,97,96,96,93.33645,34.53,NA,19980,4.44668,6.28757,3212.865,5.9,71.8122,NA,20040,1.5,4.83454,NA,12.2833,NA,"High income",387.432,"Developed"
"6679","LTU","Lithuania","Europe",2009,72.67336,19.68483,197.4604,0.00522,0.00035,12.97041,26.3,2.9,4.8,95,96,98,98,93.79765,34.323,NA,18480,5.28684,7.35553,3167.265,5.4,72.91463,NA,18480,2.2,5.57741,NA,12.30739,NA,"High income",1.975,"Developed"
"6680","LTU","Lithuania","Europe",2009,72.67336,19.68483,197.4604,0.00522,0.00035,12.97041,26.3,2.9,4.8,95,96,98,98,93.79765,34.323,NA,18480,5.28684,7.35553,3167.265,5.4,72.91463,NA,18480,2.2,5.57741,NA,12.30739,NA,"High income",7.366,"Developed"
"6681","LTU","Lithuania","Europe",2009,72.67336,19.68483,197.4604,0.00522,0.00035,12.97041,26.3,2.9,4.8,95,96,98,98,93.79765,34.323,NA,18480,5.28684,7.35553,3167.265,5.4,72.91463,NA,18480,2.2,5.57741,NA,12.30739,NA,"High income",26.816,"Developed"
"6682","LTU","Lithuania","Europe",2009,72.67336,19.68483,197.4604,0.00522,0.00035,12.97041,26.3,2.9,4.8,95,96,98,98,93.79765,34.323,NA,18480,5.28684,7.35553,3167.265,5.4,72.91463,NA,18480,2.2,5.57741,NA,12.30739,NA,"High income",354.818,"Developed"
"6683","LTU","Lithuania","Europe",2009,72.67336,19.68483,197.4604,0.00522,0.00035,12.97041,26.3,2.9,4.8,95,96,98,98,93.79765,34.323,NA,18480,5.28684,7.35553,3167.265,5.4,72.91463,NA,18480,2.2,5.57741,NA,12.30739,NA,"High income",1323.174,"Developed"
"6684","LTU","Lithuania","Europe",2009,72.67336,19.68483,197.4604,0.00522,0.00035,12.97041,26.3,2.9,4.8,95,96,98,98,93.79765,34.323,NA,18480,5.28684,7.35553,3167.265,5.4,72.91463,NA,18480,2.2,5.57741,NA,12.30739,NA,"High income",5.337,"Developed"
"6685","LTU","Lithuania","Europe",2009,72.67336,19.68483,197.4604,0.00522,0.00035,12.97041,26.3,2.9,4.8,95,96,98,98,93.79765,34.323,NA,18480,5.28684,7.35553,3167.265,5.4,72.91463,NA,18480,2.2,5.57741,NA,12.30739,NA,"High income",2.028,"Developed"
"6686","LTU","Lithuania","Europe",2009,72.67336,19.68483,197.4604,0.00522,0.00035,12.97041,26.3,2.9,4.8,95,96,98,98,93.79765,34.323,NA,18480,5.28684,7.35553,3167.265,5.4,72.91463,NA,18480,2.2,5.57741,NA,12.30739,NA,"High income",72.46,"Developed"
"6687","LTU","Lithuania","Europe",2009,72.67336,19.68483,197.4604,0.00522,0.00035,12.97041,26.3,2.9,4.8,95,96,98,98,93.79765,34.323,NA,18480,5.28684,7.35553,3167.265,5.4,72.91463,NA,18480,2.2,5.57741,NA,12.30739,NA,"High income",27.532,"Developed"
"6688","LTU","Lithuania","Europe",2009,72.67336,19.68483,197.4604,0.00522,0.00035,12.97041,26.3,2.9,4.8,95,96,98,98,93.79765,34.323,NA,18480,5.28684,7.35553,3167.265,5.4,72.91463,NA,18480,2.2,5.57741,NA,12.30739,NA,"High income",958.778,"Developed"
"6689","LTU","Lithuania","Europe",2009,72.67336,19.68483,197.4604,0.00522,0.00035,12.97041,26.3,2.9,4.8,95,96,98,98,93.79765,34.323,NA,18480,5.28684,7.35553,3167.265,5.4,72.91463,NA,18480,2.2,5.57741,NA,12.30739,NA,"High income",364.293,"Developed"
"6690","LTU","Lithuania","Europe",2010,73.16057,19.74732,188.4977,0.00472,0.00032,13.21724,26.3,2.8,5,94,96,95,95,94.24874,34.144,NA,19450,4.84557,6.81612,3123.816,4.8,73.26829,NA,19720,1.5,5.29903,NA,12.44193,99.9370387677268,"High income",1.88,"Developed"
